speaker,age,gender,speech_style,onbin,word,wFreq,mFreq,wpFreq,mpFreq,adjacent,f_pos,neutralized,wpfp,wpbp,mpfp,mpbp
KSJ001,3,F,0.56,0,02FE,0.602,0.602,0,0,1,sfp,0,,,,
KSJ001,3,F,0.56,1,0092,2.963,2.969,1.114,0.778,0,dis,1,-6.19,-10.033,-3.941,-13.556
KSJ001,3,F,0.56,1,0092,2.963,2.969,1.362,1.724,0,dis,0,-4.77,-8.531,-4.363,-26.881
KSJ001,3,F,0.56,0,015C,2.193,3.765,0,0,0,other.gramm,0,-2.791,-2.679,-4.392,-2.666
KSJ001,3,F,0.56,1,0092,2.963,2.969,1.362,1.724,0,nom,0,-4.77,-8.531,-4.363,-26.881
KSJ001,3,F,0.56,0,03E5,2.076,2.076,0,0,1,other.gramm,0,-2.666,-2.679,-2.679,-2.666
KSJ001,3,F,0.56,0,013E,2.609,3.765,0.477,1.591,0,nom,1,-1.265,-2.207,-1.41,-2.301
KSJ001,3,F,0.56,1,0349,1.756,2.969,0.903,2.583,0,dis,0,-3.917,-11.765,-2.669,-177.89
KSJ001,3,F,0.56,0,0010,3.693,3.699,1.959,1.964,1,sfp,0,-4.448,-15.885,-4.478,-32.185
KSJ001,3,F,0.56,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ001,3,F,0.56,0,0304,0,0,0,0,1,other.gramm,0,-0.449,-2.647,-0.433,-2.645
KSJ001,3,F,0.56,0,040D,1,1,0,0,1,nom,1,-1.49,-4.702,-1.474,-4.65
KSJ001,3,F,0.56,1,040D,1,1,0,0,1,nom,0,-0.75,-5.026,-0.734,-5.014
KSJ001,3,F,0.56,0,031C,2.049,2.898,0.778,1.477,0,nom,0,-2.488,-6.489,-3.414,-8.826
KSJ001,3,F,0.56,0,0381,1.431,3.765,0,2.491,0,dis,1,-1.98,-4.702,-1.213,-7.956
KSJ001,3,F,0.56,1,035D,2.34,2.34,1.079,1.079,1,nom,0,-4.308,-10.61,-3.015,-10.401
KSJ001,3,F,0.56,1,0436,2.013,2.969,1,2.583,0,sfp,0,-1.434,-6.673,-2.669,-177.89
KSJ001,3,F,0.56,0,00D1,0,2.646,0,1.431,0,dis,1,-0.449,-4.702,-2.073,-20.904
KSJ001,3,F,0.56,1,013E,2.609,2.969,0.477,1.623,0,other.gramm,0,-7.039,-10.156,-4.145,-18.329
KSJ001,3,F,0.56,1,00F5,3.118,3.124,1.491,1.491,1,sfp,0,-4.308,-11.006,-4.324,-11.433
KSJ001,3,F,0.56,1,04FF,2.35,2.431,0.699,0.699,1,sfp,1,-5.057,-12.725,-3.722,-8.552
KSJ001,3,F,0.56,1,032D,0,0,0,0,1,sfp,0,-0.449,-4.331,-0.433,-4.316
KSJ001,3,F,0.56,0,00A4,3.449,3.449,1.869,1.869,1,nom,0,-3.774,-14.385,-3.86,-50.734
KSJ001,3,F,0.56,0,008E,1.886,2.636,0.477,0.778,0,nom,0,-2.999,-9.053,-3.139,-8.127
KSJ001,3,F,0.56,0,0010,3.693,3.699,2.544,2.548,1,dis,1,-0.954,-1.434,-1.04,-78.202
KSJ001,3,F,0.56,0,0010,3.693,3.699,1.959,1.964,1,sfp,0,-4.448,-15.885,-4.478,-32.185
KSJ001,3,F,0.56,0,00A4,3.449,3.449,2.201,2.201,1,dis,1,-1.139,-1.864,-1.157,-47.62
KSJ001,3,F,0.56,1,013E,2.609,2.969,1.176,2.164,0,nom,0,-3.493,-11.034,-3.104,-126.99
KSJ002,3,F,0.421,0,0065,0,2.98,,0.602,0,sfp,1,-1.253,-25.426,-1.253,-25.426
KSJ002,3,F,0.421,0,00A4,3.449,3.449,1.869,1.869,1,nom,0,-3.774,-14.385,-3.86,-50.734
KSJ002,3,F,0.421,1,0215,1.362,2.969,0,1.863,0,dis,0,-0.926,-3.294,-3.741,-43.972
KSJ002,3,F,0.421,0,0279,2.23,2.23,0.477,0.477,1,nom,0,-1.813,-3.28,-2.029,-3.45
KSJ002,3,F,0.421,1,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ002,3,F,0.421,0,00C7,0.845,3.765,0,1.851,0,sfp,0,-1.403,-4.331,-3.694,-38.992
KSJ002,3,F,0.421,1,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ002,3,F,0.421,1,0010,3.693,3.699,1.908,1.908,1,nom,0,-2.98,-5.511,-3.061,-34.9
KSJ002,3,F,0.421,0,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ002,3,F,0.421,1,0010,3.693,3.699,1.74,1.74,1,dis,0,-4.025,-3.09,-3.997,-14.064
KSJ002,3,F,0.421,0,0158,2.053,2.053,0.845,0.845,1,dis,1,-1.176,-4.937,-1.176,-4.937
KSJ002,3,F,0.421,0,0010,3.693,3.699,2.544,2.548,1,dis,1,-0.954,-1.434,-1.04,-78.202
KSJ002,3,F,0.421,1,008E,1.886,2.636,0.954,1.708,0,sfp,0,-0.192,-2.928,-2.001,-9.432
KSJ002,3,F,0.421,1,0359,1.38,2.969,0.301,2.583,0,sfp,0,-0.648,-3.832,-2.669,-177.89
KSJ002,3,F,0.421,1,015E,2.833,2.833,0.699,0.699,1,dis,0,-1.896,-3.135,-2.597,-2.813
KSJ002,3,F,0.421,1,0010,3.693,3.699,1.74,1.74,1,dis,0,-4.025,-3.09,-3.997,-14.064
KSJ002,3,F,0.421,1,031C,2.049,2.898,0,0.778,0,dis,0,-1.896,-3.135,-5.906,-8.306
KSJ002,3,F,0.421,1,0321,2.38,2.38,0.602,0.602,1,dis,0,-0.948,-2.361,-1.082,-2.517
KSJ002,3,F,0.421,1,035D,2.34,2.34,0.954,0.954,1,sfp,0,-2.735,-6.811,-2.801,-7.728
KSJ002,3,F,0.421,0,0359,1.38,3.765,0,2.491,0,dis,1,-1.24,-3.925,-1.213,-7.956
KSJ002,3,F,0.421,1,0318,0.301,2.898,0,1.898,0,sfp,0,-0.449,-4.331,-2.341,-11.922
KSJ002,3,F,0.421,0,040A,0,2.898,0,1.146,0,dis,0,-0.449,-3.294,-3.544,-4.715
KSJ002,3,F,0.421,1,015E,2.833,2.833,0.699,0.699,1,dis,0,-1.896,-3.135,-2.597,-2.813
KSJ002,3,F,0.421,1,015E,2.833,2.833,0.699,0.699,1,dis,0,-1.896,-3.135,-2.597,-2.813
KSJ002,3,F,0.421,1,015C,2.193,2.969,1.255,2.583,0,sfp,0,-4.767,-10.79,-2.669,-177.89
KSJ002,3,F,0.421,1,015C,2.193,2.969,1.255,2.583,0,sfp,0,-4.767,-10.79,-2.669,-177.89
KSJ002,3,F,0.421,1,015C,2.193,2.969,1.255,2.583,0,sfp,0,-4.767,-10.79,-2.669,-177.89
KSJ002,3,F,0.421,1,015C,2.193,2.969,1.255,2.583,0,sfp,0,-4.767,-10.79,-2.669,-177.89
KSJ002,3,F,0.421,1,015C,2.193,2.969,1.255,2.583,0,sfp,0,-4.767,-10.79,-2.669,-177.89
KSJ002,3,F,0.421,1,0436,2.013,2.969,1,2.583,0,sfp,0,-1.434,-6.673,-2.669,-177.89
KSJ002,3,F,0.421,1,0436,2.013,2.969,1,2.583,0,sfp,0,-1.434,-6.673,-2.669,-177.89
KSJ002,3,F,0.421,1,012B,1.431,1.799,0.301,0.301,1,sfp,0,-0.648,-3.832,-1.278,-4.316
KSJ002,3,F,0.421,0,00E5,0,3.765,0,2.491,0,dis,1,-0.75,-4.702,-1.213,-7.956
KSJ002,3,F,0.421,0,0367,1.708,1.708,0,0,1,dis,0,,,,
KSJ002,3,F,0.421,0,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ002,3,F,0.421,0,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ002,3,F,0.421,1,0045,2.978,2.98,1.991,1.996,1,sfp,0,-2.241,-4.715,-2.295,-26.641
KSJ002,3,F,0.421,1,002B,2.54,2.646,1.114,1.146,1,sfp,0,-4.857,-13.852,-4.976,-14.961
KSJ002,3,F,0.421,1,02D5,1.146,2.969,0.301,2.583,0,sfp,0,-0.648,-3.832,-2.669,-177.89
KSJ002,3,F,0.421,1,0045,2.978,2.98,1.041,1.041,1,dis,0,-4.009,-4.091,-4.113,-6.088
KSJ002,3,F,0.421,1,00A4,3.449,3.449,2.212,2.212,1,sfp,0,-2.293,-3.972,-3.525,-46.82
KSJ002,3,F,0.421,0,0010,3.693,3.699,1.38,1.398,1,sfp,1,-1.363,-1.212,-1.362,-40.934
KSJ002,3,F,0.421,0,00F5,3.118,3.124,2.064,2.068,1,dis,1,-3.543,-6.659,-3.639,-30.264
KSJ002,3,F,0.421,0,0344,0,2.431,0,1.322,0,sfp,0,-0.449,-4.331,-2.121,-9.147
KSJ002,3,F,0.421,1,00A4,3.449,3.449,2.212,2.212,1,sfp,0,-2.293,-3.972,-3.525,-46.82
KSJ002,3,F,0.421,0,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ002,3,F,0.421,1,00BD,1.58,2.969,0.602,2.583,0,sfp,0,-0.468,-3.271,-2.669,-177.89
KSJ002,3,F,0.421,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ002,3,F,0.421,1,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ002,3,F,0.421,1,00A4,3.449,3.449,2.19,2.19,1,nom,0,-3.064,-6.656,-2.959,-50.953
KSJ002,3,F,0.421,0,0010,3.693,3.699,1.919,1.924,1,other.gramm,0,-3.323,-5.283,-3.365,-29.249
KSJ002,3,F,0.421,0,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ002,3,F,0.421,0,0162,2.415,2.415,1.322,1.322,1,sfp,0,-2.05,-5.8,-2.223,-9.449
KSJ002,3,F,0.421,1,03DE,0.602,2.969,0,1.519,0,dis,0,-0.75,-3.135,-1.515,-8.467
KSJ002,3,F,0.421,1,04ED,0.778,2.969,0,2.583,0,sfp,0,-0.75,-4.331,-2.669,-177.89
KSJ002,3,F,0.421,1,0252,1.863,2.969,0.301,1.519,0,dis,0,-3.049,-5.771,-1.515,-8.467
KSJ002,3,F,0.421,1,03A4,1.505,2.969,0.602,2.583,0,sfp,0,-3.416,-12.217,-2.669,-177.89
KSJ002,3,F,0.421,1,04EE,1.041,1.041,0.301,0.301,1,dis,0,-0.426,-2.636,,
KSJ002,3,F,0.421,1,04EE,1.041,1.041,0.301,0.301,1,dis,0,-0.426,-2.636,,
KSJ002,3,F,0.421,1,04EE,1.041,1.041,0,0,1,sfp,0,-0.926,-4.331,,
KSJ002,3,F,0.421,1,00A4,3.449,3.449,2.212,2.212,1,sfp,0,-2.293,-3.972,-3.525,-46.82
KSJ002,3,F,0.421,1,002B,2.54,2.646,0.301,0.301,1,dis,0,-1.028,-2.636,-1.474,-3.084
KSJ002,3,F,0.421,0,02D5,1.146,3.765,0,2.491,0,nom,1,-1.381,-4.203,-1.213,-7.956
KSJ002,3,F,0.421,1,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ002,3,F,0.421,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ002,3,F,0.421,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ002,3,F,0.421,1,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ002,3,F,0.421,0,0010,3.693,3.699,1.146,1.146,1,other.gramm,0,-4.867,-4.449,-4.888,-5.369
KSJ002,3,F,0.421,0,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ002,3,F,0.421,0,043C,0.301,2.898,0,1.898,0,sfp,0,-0.75,-4.331,-2.341,-11.922
KSJ002,3,F,0.421,1,00FC,0,2.636,0,1.708,0,sfp,0,-0.449,-4.331,-2.001,-9.432
KSJ002,3,F,0.421,1,0436,2.013,2.969,1,2.583,0,sfp,0,-1.434,-6.673,-2.669,-177.89
KSJ002,3,F,0.421,0,0010,3.693,3.699,2.544,2.548,1,dis,1,-0.954,-1.434,-1.04,-78.202
KSJ002,3,F,0.421,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ002,3,F,0.421,1,00A4,3.449,3.449,2.212,2.212,1,sfp,0,-2.293,-3.972,-3.525,-46.82
KSJ002,3,F,0.421,0,04CB,0.778,3.765,0,1.851,0,sfp,0,-1.294,-4.331,-3.694,-38.992
KSJ002,3,F,0.421,0,03AB,1.146,1.146,0,0,1,nom,0,-1.847,-4.212,-1.361,-3.729
KSJ002,3,F,0.421,0,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ002,3,F,0.421,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ002,3,F,0.421,1,0010,3.693,3.699,1.447,1.447,1,dis,0,-4.29,-3.039,-4.805,-7.087
KSJ003,3,M,0.272,1,01AF,2.267,2.969,1.041,1.415,0,sfp,0,-3.444,-12.122,-2.834,-38.41
KSJ003,3,M,0.272,0,03CF,2.384,3.765,0.301,2.072,0,sfp,0,-3.978,-8.929,-3.338,-42.031
KSJ003,3,M,0.272,0,01EA,0.301,3.765,0,2.072,0,sfp,0,-1.294,-4.964,-3.338,-42.031
KSJ003,3,M,0.272,0,01E2,2.009,2.898,0.778,1.477,0,nom,0,-2.625,-6.865,-3.414,-8.826
KSJ003,3,M,0.272,0,02C3,0.602,0.602,0,0,1,nom,1,-1.148,-4.702,-1.132,-4.65
KSJ003,3,M,0.272,0,00A4,3.449,3.449,2.201,2.201,1,dis,1,-1.139,-1.864,-1.157,-47.62
KSJ003,3,M,0.272,1,04DB,1.176,1.176,0,0,1,dis,0,-0.75,-3.294,-0.734,-3.283
KSJ003,3,M,0.272,0,00A4,3.449,3.449,1.322,1.322,1,nom,1,-1.308,-1.402,-1.307,-43.678
KSJ003,3,M,0.272,0,02C7,2.27,3.765,0.699,2.072,0,sfp,0,-1.721,-3.904,-3.338,-42.031
KSJ003,3,M,0.272,0,0010,3.693,3.699,1.38,1.398,1,nom,1,-1.363,-1.212,-1.362,-40.934
KSJ003,3,M,0.272,0,015E,2.833,2.833,1.415,1.415,1,nom,0,-3.487,-15.693,-3.487,-15.693
KSJ003,3,M,0.272,1,0413,1.653,1.653,0.301,0.301,1,nom,0,-0.648,-3.713,-0.645,-3.729
KSJ003,3,M,0.272,1,0272,1.663,2.969,0.602,2.164,0,sfp,0,-2.192,-8.493,-3.104,-126.99
KSJ003,3,M,0.272,0,01AF,2.267,3.765,0.602,2.491,0,dis,1,-1.466,-3.299,-1.213,-7.956
KSJ003,3,M,0.272,0,022A,1.491,1.491,0,0,1,sfp,0,-2.062,-4.964,-2.076,-4.956
KSJ003,3,M,0.272,0,04DB,1.176,1.176,0.301,0.301,1,dis,1,-1.18,-4.203,-1.201,-4.163
KSJ003,3,M,0.272,0,00F5,3.118,3.124,1.477,1.491,1,nom,0,-3.558,-5.694,-5.746,-12.261
KSJ003,3,M,0.272,0,012B,1.431,1.799,0,0,1,sfp,0,-1.911,-4.964,-2.331,-4.956
KSJ003,3,M,0.272,0,0010,3.693,3.699,1.959,1.964,1,sfp,0,-4.448,-15.885,-4.478,-32.185
KSJ003,3,M,0.272,1,050F,0.602,0.602,0.301,0.301,1,nom,0,-1.477,-7.925,-1.458,-8.262
KSJ003,3,M,0.272,0,02F3,1.845,1.845,0.699,0.699,1,nom,1,-1.214,-3.544,-1.246,-4.294
KSJ003,3,M,0.272,0,013E,2.609,3.765,0.845,2.072,0,sfp,0,-5.203,-12.557,-3.338,-42.031
KSJ003,3,M,0.272,0,0365,1.653,3.765,0.477,1.643,0,other.gramm,0,-1.412,-2.995,-5.509,-4.99
KSJ003,3,M,0.272,0,02D5,1.146,3.765,0,1.643,0,other.gramm,0,-1.88,-3.772,-5.509,-4.99
KSJ003,3,M,0.272,0,0279,2.23,2.23,0.845,0.845,1,sfp,0,-2.179,-6.443,-2.31,-7.946
KSJ003,3,M,0.272,1,00DC,0.301,2.898,0,1.898,0,sfp,0,-0.449,-4.331,-2.341,-11.922
KSJ003,3,M,0.272,0,0045,2.978,2.98,1.23,1.23,1,sfp,0,-4.199,-7.938,-4.253,-9.754
KSJ003,3,M,0.272,1,02D5,1.146,2.969,0.301,2.583,0,sfp,0,-0.648,-3.832,-2.669,-177.89
KSJ003,3,M,0.272,1,0005,0.602,2.969,0,2.583,0,sfp,0,-0.449,-4.331,-2.669,-177.89
KSJ003,3,M,0.272,1,0045,2.978,2.98,0.903,0.903,1,nom,0,-4.351,-6.587,-4.403,-7.516
KSJ003,3,M,0.272,0,0092,2.963,3.765,0.602,1.643,0,other.gramm,0,-2.385,-2.613,-5.509,-4.99
KSJ003,3,M,0.272,0,01AF,2.267,3.765,1.041,2.072,0,sfp,0,-3.444,-12.122,-3.338,-42.031
KSJ003,3,M,0.272,0,04CD,0.778,0.778,0,0,1,nom,1,-0.852,-3.571,-0.849,-3.642
KSJ003,3,M,0.272,0,046D,0.477,3.765,0,1.591,0,nom,1,-1.294,-4.071,-1.41,-2.301
KSJ003,3,M,0.272,0,0092,2.963,3.765,0.602,1.591,0,nom,1,-1.22,-1.747,-1.41,-2.301
KSJ003,3,M,0.272,1,01AF,2.267,2.969,1.041,1.415,0,sfp,0,-3.444,-12.122,-2.834,-38.41
KSJ003,3,M,0.272,1,01AF,2.267,2.969,1.041,1.724,0,nom,0,-2.532,-6.037,-4.363,-26.881
KSJ003,3,M,0.272,1,01AF,2.267,2.969,1.041,1.415,0,sfp,0,-3.444,-12.122,-2.834,-38.41
KSJ003,3,M,0.272,1,01AF,2.267,2.969,1.176,2.583,0,sfp,0,-3.267,-7.009,-2.669,-177.89
KSJ003,3,M,0.272,0,043B,2.324,2.324,0.301,0.301,1,nom,1,-1.889,-3.138,-1.616,-3.775
KSJ003,3,M,0.272,1,0241,2.314,2.326,0.778,0.778,1,sfp,0,-5.242,-13.616,-3.48,-9.154
KSJ003,3,M,0.272,0,00A4,3.449,3.449,2.19,2.19,1,nom,0,-3.064,-6.656,-2.959,-50.953
KSJ003,3,M,0.272,0,00F5,3.118,3.124,2.064,2.068,1,dis,1,-3.543,-6.659,-3.639,-30.264
KSJ003,3,M,0.272,0,002B,2.54,2.646,1.301,1.431,1,dis,1,-1.92,-5.875,-2.073,-20.904
KSJ003,3,M,0.272,0,0126,0.301,3.765,0,2.072,0,sfp,0,-0.449,-4.964,-3.338,-42.031
KSJ003,3,M,0.272,0,008F,1.613,2.692,0.699,1.041,0,sfp,0,-2.241,-8.929,-4.072,-9.075
KSJ003,3,M,0.272,0,04F0,1.431,1.431,0,0,1,nom,1,-1.954,-4.071,-1.464,-3.96
KSJ003,3,M,0.272,0,04B2,0.954,0.954,0,0,1,nom,1,-1.547,-4.129,-1.547,-4.129
KSJ004,3,M,0.523,1,0311,1.079,2.969,0.301,2.164,0,nom,0,-0.274,-4.249,-3.104,-126.99
KSJ004,3,M,0.523,0,0010,3.693,3.699,1.362,1.398,1,dis,0,-2.393,-1.265,-2.427,-8.903
KSJ004,3,M,0.523,0,002B,2.54,2.646,0.301,0.301,1,other.gramm,0,-2.497,-4.242,-2.677,-4.256
KSJ004,3,M,0.523,0,0002,0.477,2.898,0,0.477,0,dis,0,-0.75,-3.094,-2.602,-2.497
KSJ004,3,M,0.523,0,01AF,2.267,3.765,1.041,1.959,0,nom,0,-2.532,-6.037,-4.53,-28.783
KSJ004,3,M,0.523,1,002B,2.54,2.646,0.301,0.301,1,dis,0,-1.603,-5.311,-1.609,-5.313
KSJ004,3,M,0.523,0,00F8,1.519,1.519,0.301,0.301,1,dis,1,-1.353,-3.925,-1.627,-4.163
KSJ004,3,M,0.523,0,0182,0,2.742,0,0.477,0,other.gramm,0,-0.449,-4.741,-4.29,-8.271
KSJ004,3,M,0.523,0,00EE,2.382,3.765,1.398,2.491,0,dis,1,-0.894,-2.674,-1.213,-7.956
KSJ004,3,M,0.523,0,0489,1.531,3.765,0,1.38,0,sfp,0,-2.181,-4.462,-4.605,-11.206
KSJ004,3,M,0.523,1,002B,2.54,2.646,1.114,1.146,1,sfp,0,-4.857,-13.852,-4.976,-14.961
KSJ004,3,M,0.523,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ004,3,M,0.523,1,00A4,3.449,3.449,1.505,1.505,1,dis,0,-4.839,-5.676,-4.921,-11.515
KSJ004,3,M,0.523,0,03BA,1.301,3.765,0.477,2.072,0,sfp,0,-1.364,-4.464,-3.338,-42.031
KSJ004,3,M,0.523,0,0092,2.963,3.765,1.362,2.072,0,sfp,0,-5.217,-11.233,-3.338,-42.031
KSJ004,3,M,0.523,0,0010,3.693,3.699,2.544,2.548,1,dis,1,-0.954,-1.434,-1.04,-78.202
KSJ004,3,M,0.523,0,037B,0.477,0.477,0,0,1,nom,0,-0.926,-5.026,-0.91,-5.014
KSJ004,3,M,0.523,0,00F5,3.118,3.124,1.477,1.491,1,nom,0,-3.558,-5.694,-5.746,-12.261
KSJ004,3,M,0.523,1,01AF,2.267,2.969,1.176,2.583,0,sfp,0,-3.267,-7.009,-2.669,-177.89
KSJ004,3,M,0.523,1,0434,1.699,2.898,0.845,1.898,0,sfp,0,-1.734,-6.825,-2.341,-11.922
KSJ004,3,M,0.523,1,00EF,1.869,3.132,1.041,2.188,0,sfp,0,-2.644,-7.214,-2.509,-53.022
KSJ004,3,M,0.523,1,00EF,1.869,3.132,1.041,2.188,0,sfp,0,-2.644,-7.214,-2.509,-53.022
KSJ004,3,M,0.523,1,0436,2.013,2.969,1,2.583,0,sfp,0,-1.434,-6.673,-2.669,-177.89
KSJ004,3,M,0.523,0,002B,2.54,2.646,0.301,0.301,1,nom,1,-3.183,-5.874,-3.26,-8.294
KSJ004,3,M,0.523,0,030A,1.279,1.279,0.301,0.301,1,dis,0,-1.364,-2.595,-1.361,-2.594
KSJ004,3,M,0.523,0,030A,1.279,1.279,0.301,0.301,1,dis,0,-1.364,-2.595,-1.361,-2.594
KSJ004,3,M,0.523,1,002B,2.54,2.646,0.699,0.845,1,sfp,0,-7.053,-15.573,-6.634,-15.352
KSJ004,3,M,0.523,0,02E3,0.845,0.845,0.477,0.477,1,sfp,0,-0.713,-4.187,-0.747,-4.191
KSJ004,3,M,0.523,0,02E3,0.845,0.845,0.477,0.477,1,sfp,0,-0.713,-4.187,-0.747,-4.191
KSJ004,3,M,0.523,0,02E3,0.845,0.845,0.477,0.477,1,sfp,0,-0.713,-4.187,-0.747,-4.191
KSJ004,3,M,0.523,0,01AA,1.041,3.765,0,2.072,0,sfp,0,-1.403,-4.964,-3.338,-42.031
KSJ004,3,M,0.523,0,00D0,2.734,2.742,0,0,1,dis,0,-3.276,-3.094,-3.288,-3.081
KSJ004,3,M,0.523,1,0262,0.477,2.969,0,1.724,0,nom,0,-0.75,-4.212,-4.363,-26.881
KSJ004,3,M,0.523,0,03E5,2.076,2.076,0.699,0.699,1,nom,1,-1.138,-3.174,-1.166,-4.234
KSJ004,3,M,0.523,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ004,3,M,0.523,1,0262,0.477,2.969,0,2.583,0,sfp,0,-0.75,-4.331,-2.669,-177.89
KSJ004,3,M,0.523,0,00A4,3.449,3.449,0.845,0.845,1,dis,0,-2.748,-1.865,-2.772,-2.727
KSJ004,3,M,0.523,1,0162,2.415,2.415,1.322,1.322,1,sfp,0,-2.05,-5.8,-2.223,-9.449
KSJ004,3,M,0.523,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ004,3,M,0.523,0,0010,3.693,3.699,1.447,1.491,1,sfp,0,-4.651,-6.053,-4.556,-11.691
KSJ004,3,M,0.523,1,0044,0.301,0.301,0,0,1,dis,0,-0.449,-3.294,-0.433,-3.283
KSJ004,3,M,0.523,0,0219,0.477,0.477,0,0,1,nom,1,-0.926,-4.702,-0.91,-4.65
KSJ004,3,M,0.523,0,002B,2.54,2.646,0.301,0.301,1,sfp,0,-4.95,-9.428,-5.16,-9.426
KSJ004,3,M,0.523,0,0045,2.978,2.98,1.23,1.23,1,sfp,0,-4.199,-7.938,-4.253,-9.754
KSJ004,3,M,0.523,1,00A4,3.449,3.449,2.212,2.212,1,sfp,0,-2.293,-3.972,-3.525,-46.82
KSJ004,3,M,0.523,0,0084,0,0,0,0,1,sfp,0,,,,
KSJ004,3,M,0.523,0,00D0,2.734,2.742,1.556,1.568,1,nom,1,-1.008,-2.434,-1.049,-15.691
KSJ004,3,M,0.523,0,002B,2.54,2.646,0.699,0.845,1,nom,0,-7.053,-15.573,-6.634,-15.352
KSJ004,3,M,0.523,0,002B,2.54,2.646,1.301,1.431,1,dis,1,-1.92,-5.875,-2.073,-20.904
KSJ004,3,M,0.523,1,01AF,2.267,2.969,1.176,2.583,0,sfp,0,-3.267,-7.009,-2.669,-177.89
KSJ004,3,M,0.523,1,0045,2.978,2.98,1.204,1.23,1,dis,0,-0.92,-1.503,-0.908,-6.395
KSJ004,3,M,0.523,1,002B,2.54,2.646,1.114,1.146,1,sfp,0,-4.857,-13.852,-4.976,-14.961
KSJ004,3,M,0.523,1,00A4,3.449,3.449,1.505,1.505,1,dis,0,-4.839,-5.676,-4.921,-11.515
KSJ004,3,M,0.523,0,0527,1.079,1.079,0,0,1,nom,0,-1.595,-4.212,-1.609,-4.216
KSJ004,3,M,0.523,0,0527,1.079,1.079,0,0,1,sfp,0,-1.595,-4.964,-1.609,-4.956
KSJ004,3,M,0.523,0,0523,1.362,3.765,0,1.38,0,sfp,0,-1.864,-4.462,-4.605,-11.206
KSJ004,3,M,0.523,0,0092,2.963,3.765,1.653,2.491,0,dis,1,-1.15,-2.309,-1.213,-7.956
KSJ004,3,M,0.523,0,0473,0.845,0.845,0,0,1,sfp,0,-1.294,-4.964,-1.278,-4.956
KSJ004,3,M,0.523,1,02C7,2.27,2.969,0.477,1.623,0,other.gramm,0,-3.443,-6.327,-4.145,-18.329
KSJ004,3,M,0.523,1,0010,3.693,3.699,2.671,2.702,1,sfp,0,-1.936,-3.076,-1.99,-116.626
KSJ004,3,M,0.523,0,0010,3.693,3.699,1.447,1.491,1,sfp,0,-4.651,-6.053,-4.556,-11.691
KSJ004,3,M,0.523,1,038F,1.079,1.079,0.602,0.602,1,sfp,0,-1.677,-7.885,-1.703,-7.866
KSJ004,3,M,0.523,1,02A5,0.778,2.969,0,1.519,0,dis,0,-0.426,-2.636,-1.515,-8.467
KSJ004,3,M,0.523,1,0523,1.362,2.969,0.699,2.583,0,sfp,0,-2.528,-12.061,-2.669,-177.89
KSJ004,3,M,0.523,1,00F2,0.301,0.301,0.301,0.301,1,sfp,0,-0.25,-4.464,-0.247,-4.469
KSJ004,3,M,0.523,1,00F2,0.301,0.301,0.301,0.301,1,sfp,0,-0.25,-4.464,-0.247,-4.469
KSJ004,3,M,0.523,0,00EB,1.857,2.898,0,0.477,0,dis,0,-2.357,-3.094,-2.602,-2.497
KSJ005,3,F,0.41,1,050E,1.447,2.969,0.301,2.583,0,sfp,0,-0.903,-3.832,-2.669,-177.89
KSJ005,3,F,0.41,0,0367,1.708,1.708,0.699,0.699,1,nom,0,-1.096,-3.054,-2.445,-8.871
